date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2019-03-15,-1.75,6.16,450,"1989-03-08 2018-03-22",83.7,10.49,450,"1989-03-08 2018-03-22",4.5,6.3,450,"1989-03-08 2018-03-22",30.73,11.68,450,"1989-03-08 2018-03-22",-9.14,6.2,450,"1989-03-08 2018-03-22",51.82,13.45,450,"1989-03-08 2018-03-22",-4.47,5.39,450,"1989-03-08 2018-03-22",6.2,5.93,450,"1989-03-08 2018-03-22",1.43,3.48,446,"1989-03-08 2018-03-22",0.93,2.94,446,"1989-03-08 2018-03-22",0.51,1.69,446,"1989-03-08 2018-03-22",3.1,5.42,412,"1989-03-08 2018-03-17",,,,
2019-03-14,-1.81,6.24,450,"1989-03-07 2018-03-21",83.79,10.46,450,"1989-03-07 2018-03-21",4.37,6.36,450,"1989-03-07 2018-03-21",30.53,11.7,450,"1989-03-07 2018-03-21",-9.23,6.28,450,"1989-03-07 2018-03-21",52.34,13.58,450,"1989-03-07 2018-03-21",-4.63,5.53,450,"1989-03-07 2018-03-21",5.95,5.91,450,"1989-03-07 2018-03-21",1.51,3.74,446,"1989-03-07 2018-03-21",1.01,3.26,446,"1989-03-07 2018-03-21",0.51,1.69,446,"1989-03-07 2018-03-21",3.4,5.73,414,"1989-03-07 2018-03-17",,,,
2019-03-13,-2.02,6.31,450,"1989-03-06 2018-03-20",83.8,10.31,450,"1989-03-06 2018-03-20",4.11,6.47,450,"1989-03-06 2018-03-20",30.42,11.57,450,"1989-03-06 2018-03-20",-9.41,6.34,450,"1989-03-06 2018-03-20",52.52,13.28,450,"1989-03-06 2018-03-20",-4.86,5.62,450,"1989-03-06 2018-03-20",5.96,5.92,450,"1989-03-06 2018-03-20",1.51,3.71,446,"1989-03-06 2018-03-20",0.99,3.24,446,"1989-03-06 2018-03-20",0.56,1.73,446,"1989-03-06 2018-03-20",3.7,6.04,416,"1989-03-06 2018-03-17",,,,
2019-03-12,-2.25,6.38,450,"1989-03-05 2018-03-19",83.79,10.28,450,"1989-03-05 2018-03-19",3.87,6.54,450,"1989-03-05 2018-03-19",30.5,11.53,450,"1989-03-05 2018-03-19",-9.68,6.39,450,"1989-03-05 2018-03-19",52.54,13.35,450,"1989-03-05 2018-03-19",-5.15,5.69,450,"1989-03-05 2018-03-19",5.94,5.87,450,"1989-03-05 2018-03-19",1.62,3.91,447,"1989-03-05 2018-03-19",1.02,3.38,447,"1989-03-05 2018-03-19",0.65,1.94,447,"1989-03-05 2018-03-19",4,6.25,419,"1989-03-05 2018-03-17",,,,
2019-03-11,-2.44,6.38,450,"1989-03-04 2018-03-18",83.98,10.1,450,"1989-03-04 2018-03-18",3.58,6.53,450,"1989-03-04 2018-03-18",30.65,11.62,450,"1989-03-04 2018-03-18",-9.9,6.36,450,"1989-03-04 2018-03-18",52.75,13.09,450,"1989-03-04 2018-03-18",-5.42,5.67,450,"1989-03-04 2018-03-18",6.1,6.04,450,"1989-03-04 2018-03-18",1.65,3.92,447,"1989-03-04 2018-03-18",0.99,3.35,447,"1989-03-04 2018-03-18",0.7,1.99,447,"1989-03-04 2018-03-18",4.2,6.39,421,"1989-03-04 2018-03-17",,,,
2019-03-10,-2.7,6.48,450,"1989-03-03 2018-03-17",84.03,9.86,450,"1989-03-03 2018-03-17",3.23,6.55,450,"1989-03-03 2018-03-17",30.74,11.58,450,"1989-03-03 2018-03-17",-10.11,6.49,450,"1989-03-03 2018-03-17",53.2,13.04,450,"1989-03-03 2018-03-17",-5.72,5.75,450,"1989-03-03 2018-03-17",6.11,6.12,450,"1989-03-03 2018-03-17",1.63,3.88,447,"1989-03-03 2018-03-17",0.96,3.29,447,"1989-03-03 2018-03-17",0.71,2.02,447,"1989-03-03 2018-03-17",4.4,6.51,422,"1989-03-03 2018-03-17",,,,
2019-03-09,-2.82,6.53,450,"1989-03-02 2018-03-16",84.15,9.65,450,"1989-03-02 2018-03-16",2.95,6.52,450,"1989-03-02 2018-03-16",30.85,11.58,450,"1989-03-02 2018-03-16",-10.18,6.49,450,"1989-03-02 2018-03-16",53.78,12.63,450,"1989-03-02 2018-03-16",-5.86,5.78,450,"1989-03-02 2018-03-16",6.18,6.23,450,"1989-03-02 2018-03-16",1.66,3.84,447,"1989-03-02 2018-03-16",1.01,3.33,447,"1989-03-02 2018-03-16",0.71,2,447,"1989-03-02 2018-03-16",4.6,6.66,424,"1989-03-02 2018-03-16",,,,
2019-03-08,-2.82,6.48,450,"1989-03-01 2018-03-15",84.47,9.44,450,"1989-03-01 2018-03-15",2.76,6.41,450,"1989-03-01 2018-03-15",31.06,11.69,450,"1989-03-01 2018-03-15",-10.23,6.38,450,"1989-03-01 2018-03-15",54.51,12.52,450,"1989-03-01 2018-03-15",-5.97,5.7,450,"1989-03-01 2018-03-15",6.02,6.23,450,"1989-03-01 2018-03-15",1.76,3.98,447,"1989-03-01 2018-03-15",1.05,3.45,447,"1989-03-01 2018-03-15",0.76,2.06,447,"1989-03-01 2018-03-15",4.8,6.75,425,"1989-03-01 2018-03-15",,,,
2019-03-07,-3.05,6.48,450,"1989-02-28 2018-03-14",84.47,9.55,450,"1989-02-28 2018-03-14",2.42,6.32,450,"1989-02-28 2018-03-14",30.67,11.46,450,"1989-02-28 2018-03-14",-10.5,6.47,450,"1989-02-28 2018-03-14",54.89,12.59,450,"1989-02-28 2018-03-14",-6.29,5.8,450,"1989-02-28 2018-03-14",5.86,6.03,450,"1989-02-28 2018-03-14",1.84,4.05,447,"1989-02-28 2018-03-14",1.1,3.53,447,"1989-02-28 2018-03-14",0.79,2.09,447,"1989-02-28 2018-03-14",5,6.77,424,"1989-02-28 2018-03-14",,,,
2019-03-06,-3.28,6.46,450,"1989-02-27 2018-03-13",84.38,9.66,450,"1989-02-27 2018-03-13",2.15,6.22,450,"1989-02-27 2018-03-13",30.61,11.29,450,"1989-02-27 2018-03-13",-10.8,6.49,450,"1989-02-27 2018-03-13",55.11,12.86,450,"1989-02-27 2018-03-13",-6.6,5.84,450,"1989-02-27 2018-03-13",5.81,6,450,"1989-02-27 2018-03-13",1.84,4.03,447,"1989-02-27 2018-03-13",1.11,3.53,447,"1989-02-27 2018-03-13",0.78,2.05,447,"1989-02-27 2018-03-13",5.1,6.74,422,"1989-02-27 2018-03-13",,,,
2019-03-05,-3.51,6.4,450,"1989-02-26 2018-03-12",84.39,9.65,450,"1989-02-26 2018-03-12",1.9,6.15,450,"1989-02-26 2018-03-12",30.73,11.4,450,"1989-02-26 2018-03-12",-10.94,6.54,450,"1989-02-26 2018-03-12",55.56,12.84,450,"1989-02-26 2018-03-12",-6.79,5.9,450,"1989-02-26 2018-03-12",5.82,5.99,450,"1989-02-26 2018-03-12",1.86,3.92,448,"1989-02-26 2018-03-12",1.07,3.32,448,"1989-02-26 2018-03-12",0.84,2.14,448,"1989-02-26 2018-03-12",5.2,6.73,423,"1989-02-26 2018-03-12",,,,
2019-03-04,-3.61,6.4,450,"1989-02-25 2018-03-11",84.43,9.62,450,"1989-02-25 2018-03-11",1.73,6.21,450,"1989-02-25 2018-03-11",30.76,11.62,450,"1989-02-25 2018-03-11",-11.01,6.56,450,"1989-02-25 2018-03-11",55.95,12.62,450,"1989-02-25 2018-03-11",-6.95,5.97,450,"1989-02-25 2018-03-11",5.7,5.88,450,"1989-02-25 2018-03-11",1.86,3.86,448,"1989-02-25 2018-03-11",1.07,3.27,448,"1989-02-25 2018-03-11",0.85,2.1,448,"1989-02-25 2018-03-11",5.2,6.72,424,"1989-02-25 2018-03-06",,,,
2019-03-03,-3.74,6.38,450,"1989-02-24 2018-03-10",84.48,9.49,450,"1989-02-24 2018-03-10",1.48,6.15,450,"1989-02-24 2018-03-10",30.61,11.52,450,"1989-02-24 2018-03-10",-11.18,6.62,450,"1989-02-24 2018-03-10",56.36,12.77,450,"1989-02-24 2018-03-10",-7.15,5.98,450,"1989-02-24 2018-03-10",5.68,5.85,450,"1989-02-24 2018-03-10",1.81,3.8,448,"1989-02-24 2018-03-10",1.01,3.18,448,"1989-02-24 2018-03-10",0.86,2.1,448,"1989-02-24 2018-03-10",5.3,6.7,424,"1989-02-24 2018-03-06",,,,
2019-03-02,-3.86,6.42,450,"1989-02-23 2018-03-09",84.44,9.6,450,"1989-02-23 2018-03-09",1.34,6.2,450,"1989-02-23 2018-03-09",30.76,11.56,450,"1989-02-23 2018-03-09",-11.29,6.62,450,"1989-02-23 2018-03-09",56.24,12.56,450,"1989-02-23 2018-03-09",-7.24,6.02,450,"1989-02-23 2018-03-09",5.76,5.85,450,"1989-02-23 2018-03-09",1.87,3.95,449,"1989-02-23 2018-03-09",1.03,3.29,449,"1989-02-23 2018-03-09",0.89,2.15,449,"1989-02-23 2018-03-09",5.3,6.68,426,"1989-02-23 2018-03-06",,,,
2019-03-01,-3.94,6.3,450,"1989-02-22 2018-03-08",84.46,9.74,450,"1989-02-22 2018-03-08",1.15,5.94,450,"1989-02-22 2018-03-08",30.59,11.55,450,"1989-02-22 2018-03-08",-11.34,6.63,450,"1989-02-22 2018-03-08",56.59,12.98,450,"1989-02-22 2018-03-08",-7.29,6,450,"1989-02-22 2018-03-08",5.68,5.89,450,"1989-02-22 2018-03-08",1.9,4.11,449,"1989-02-22 2018-03-08",1.05,3.5,449,"1989-02-22 2018-03-08",0.9,2.15,449,"1989-02-22 2018-03-08",5.2,6.62,426,"1989-02-22 2018-03-06",,,,
2019-02-28,-3.94,6.24,450,"1989-02-21 2018-03-07",84.6,9.86,450,"1989-02-21 2018-03-07",1.08,5.72,450,"1989-02-21 2018-03-07",30.61,11.46,450,"1989-02-21 2018-03-07",-11.39,6.57,450,"1989-02-21 2018-03-07",56.77,13.28,450,"1989-02-21 2018-03-07",-7.32,5.9,450,"1989-02-21 2018-03-07",5.64,5.79,450,"1989-02-21 2018-03-07",1.9,4.12,447,"1989-02-21 2018-03-07",1.07,3.52,447,"1989-02-21 2018-03-07",0.88,2.14,448,"1989-02-21 2018-03-07",5.1,6.54,423,"1989-02-21 2018-03-06",,,,
2019-02-27,-3.93,6.24,450,"1989-02-20 2018-03-06",84.7,9.87,450,"1989-02-20 2018-03-06",1.03,5.71,450,"1989-02-20 2018-03-06",30.64,11.5,450,"1989-02-20 2018-03-06",-11.26,6.6,450,"1989-02-20 2018-03-06",57.11,13.32,450,"1989-02-20 2018-03-06",-7.23,5.92,450,"1989-02-20 2018-03-06",5.68,5.8,450,"1989-02-20 2018-03-06",1.91,3.99,448,"1989-02-20 2018-03-06",1.04,3.32,448,"1989-02-20 2018-03-06",0.91,2.17,449,"1989-02-20 2018-03-06",5,6.4,423,"1989-02-20 2018-03-06",,,,
2019-02-26,-3.86,6.18,450,"1989-02-19 2018-03-05",84.65,9.77,450,"1989-02-19 2018-03-05",1.08,5.64,450,"1989-02-19 2018-03-05",30.84,11.55,450,"1989-02-19 2018-03-05",-11.25,6.57,450,"1989-02-19 2018-03-05",57.45,13.14,450,"1989-02-19 2018-03-05",-7.24,5.89,450,"1989-02-19 2018-03-05",5.75,5.87,450,"1989-02-19 2018-03-05",1.83,3.92,447,"1989-02-19 2018-03-05",1.05,3.3,447,"1989-02-19 2018-03-05",0.8,1.97,449,"1989-02-19 2018-03-05",4.9,6.34,424,"1989-02-19 2018-03-02",,,,
2019-02-25,-3.85,6.25,450,"1989-02-18 2018-03-04",84.76,9.7,450,"1989-02-18 2018-03-04",1.02,5.75,450,"1989-02-18 2018-03-04",31.18,11.75,450,"1989-02-18 2018-03-04",-11.27,6.62,450,"1989-02-18 2018-03-04",57.75,13.05,450,"1989-02-18 2018-03-04",-7.29,5.99,450,"1989-02-18 2018-03-04",5.62,5.78,450,"1989-02-18 2018-03-04",1.75,3.77,447,"1989-02-18 2018-03-04",1.03,3.21,447,"1989-02-18 2018-03-04",0.74,1.81,449,"1989-02-18 2018-03-04",5,6.31,426,"1989-02-18 2018-03-02",,,,
2019-02-24,-3.84,6.26,450,"1989-02-17 2018-03-03",84.94,9.54,450,"1989-02-17 2018-03-03",0.94,5.76,450,"1989-02-17 2018-03-03",31.09,11.64,450,"1989-02-17 2018-03-03",-11.4,6.68,450,"1989-02-17 2018-03-03",58.15,12.96,450,"1989-02-17 2018-03-03",-7.49,6.07,450,"1989-02-17 2018-03-03",5.38,5.55,450,"1989-02-17 2018-03-03",1.81,3.98,447,"1989-02-17 2018-03-03",1.11,3.47,447,"1989-02-17 2018-03-03",0.72,1.78,449,"1989-02-17 2018-03-03",5.2,6.58,427,"1989-02-17 2018-03-02",,,,
2019-02-23,-3.83,6.23,450,"1989-02-16 2018-03-02",85.22,9.48,450,"1989-02-16 2018-03-02",0.89,5.78,450,"1989-02-16 2018-03-02",30.86,11.6,450,"1989-02-16 2018-03-02",-11.44,6.69,450,"1989-02-16 2018-03-02",58.22,12.93,450,"1989-02-16 2018-03-02",-7.56,6.1,450,"1989-02-16 2018-03-02",5.14,5.41,450,"1989-02-16 2018-03-02",1.87,4.06,447,"1989-02-16 2018-03-02",1.11,3.5,447,"1989-02-16 2018-03-02",0.8,1.94,449,"1989-02-16 2018-03-02",5.3,6.86,428,"1989-02-16 2018-03-02",,,,
2019-02-22,-3.96,6.22,450,"1989-02-15 2018-03-01",85.2,9.42,450,"1989-02-15 2018-03-01",0.73,5.77,450,"1989-02-15 2018-03-01",30.67,11.4,450,"1989-02-15 2018-03-01",-11.57,6.83,450,"1989-02-15 2018-03-01",58.51,13.01,450,"1989-02-15 2018-03-01",-7.72,6.24,450,"1989-02-15 2018-03-01",5.16,5.4,450,"1989-02-15 2018-03-01",1.91,4.22,447,"1989-02-15 2018-03-01",1.13,3.57,447,"1989-02-15 2018-03-01",0.8,1.99,449,"1989-02-15 2018-03-01",5.5,7.11,428,"1989-02-15 2018-03-01",,,,
2019-02-21,-4.15,6.2,450,"1989-02-14 2018-02-28",85.06,9.45,450,"1989-02-14 2018-02-28",0.53,5.73,450,"1989-02-14 2018-02-28",30.47,11.34,450,"1989-02-14 2018-02-28",-11.73,6.9,450,"1989-02-14 2018-02-28",58.48,13,450,"1989-02-14 2018-02-28",-7.83,6.29,450,"1989-02-14 2018-02-28",5.27,5.5,450,"1989-02-14 2018-02-28",1.89,4.19,447,"1989-02-14 2018-02-28",1.1,3.51,447,"1989-02-14 2018-02-28",0.81,2.03,449,"1989-02-14 2018-02-28",5.6,7.38,428,"1989-02-14 2018-02-20",,,,
2019-02-20,-4.31,6.13,450,"1989-02-13 2018-02-27",85.07,9.31,450,"1989-02-13 2018-02-27",0.29,5.72,450,"1989-02-13 2018-02-27",30.71,11.32,450,"1989-02-13 2018-02-27",-11.94,6.89,450,"1989-02-13 2018-02-27",58.5,12.72,450,"1989-02-13 2018-02-27",-8.01,6.26,450,"1989-02-13 2018-02-27",5.45,5.56,450,"1989-02-13 2018-02-27",1.86,4.14,447,"1989-02-13 2018-02-27",1.04,3.44,447,"1989-02-13 2018-02-27",0.84,2.05,449,"1989-02-13 2018-02-27",5.7,7.65,431,"1989-02-13 2018-02-20",,,,
2019-02-19,-4.42,6.08,450,"1989-02-12 2018-02-26",85.09,9.06,450,"1989-02-12 2018-02-26",0.08,5.65,450,"1989-02-12 2018-02-26",30.95,11.43,450,"1989-02-12 2018-02-26",-12.18,6.88,450,"1989-02-12 2018-02-26",58.43,12.26,450,"1989-02-12 2018-02-26",-8.24,6.27,450,"1989-02-12 2018-02-26",5.59,5.63,450,"1989-02-12 2018-02-26",1.83,4.09,447,"1989-02-12 2018-02-26",1,3.42,447,"1989-02-12 2018-02-26",0.87,2.16,449,"1989-02-12 2018-02-26",5.7,7.76,433,"1989-02-12 2018-02-20",,,,
2019-02-18,-4.5,6.11,450,"1989-02-11 2018-02-25",84.97,9.02,450,"1989-02-11 2018-02-25",-0.06,5.61,450,"1989-02-11 2018-02-25",31.14,11.39,450,"1989-02-11 2018-02-25",-12.35,6.92,450,"1989-02-11 2018-02-25",58.46,12.03,450,"1989-02-11 2018-02-25",-8.41,6.3,450,"1989-02-11 2018-02-25",5.65,5.56,450,"1989-02-11 2018-02-25",1.78,4.15,447,"1989-02-11 2018-02-25",1.01,3.57,447,"1989-02-11 2018-02-25",0.8,2.07,449,"1989-02-11 2018-02-25",5.8,7.89,434,"1989-02-11 2018-02-20",,,,
2019-02-17,-4.56,6.03,450,"1989-02-10 2018-02-24",85.04,8.9,450,"1989-02-10 2018-02-24",-0.16,5.46,450,"1989-02-10 2018-02-24",31.22,11.43,450,"1989-02-10 2018-02-24",-12.41,6.87,450,"1989-02-10 2018-02-24",58.6,11.96,450,"1989-02-10 2018-02-24",-8.48,6.21,450,"1989-02-10 2018-02-24",5.71,5.64,450,"1989-02-10 2018-02-24",1.73,4.1,447,"1989-02-10 2018-02-24",0.94,3.48,447,"1989-02-10 2018-02-24",0.82,2.1,449,"1989-02-10 2018-02-24",5.9,8.02,435,"1989-02-10 2018-02-20",,,,
2019-02-16,-4.63,6.08,450,"1989-02-09 2018-02-23",85.01,8.73,450,"1989-02-09 2018-02-23",-0.23,5.55,450,"1989-02-09 2018-02-23",31.21,11.38,450,"1989-02-09 2018-02-23",-12.42,6.84,450,"1989-02-09 2018-02-23",58.91,12.04,450,"1989-02-09 2018-02-23",-8.56,6.17,450,"1989-02-09 2018-02-23",5.78,5.67,450,"1989-02-09 2018-02-23",1.68,4.03,447,"1989-02-09 2018-02-23",0.88,3.41,447,"1989-02-09 2018-02-23",0.82,2.13,449,"1989-02-09 2018-02-23",6,8.15,437,"1989-02-09 2018-02-20",,,,
2019-02-15,-4.72,6.03,450,"1989-02-08 2018-02-22",85.06,8.47,450,"1989-02-08 2018-02-22",-0.36,5.53,450,"1989-02-08 2018-02-22",31.22,11.35,450,"1989-02-08 2018-02-22",-12.52,6.78,450,"1989-02-08 2018-02-22",59.06,11.94,450,"1989-02-08 2018-02-22",-8.68,6.12,450,"1989-02-08 2018-02-22",5.92,5.71,450,"1989-02-08 2018-02-22",1.8,4.53,445,"1989-02-08 2018-02-22",0.91,3.46,445,"1989-02-08 2018-02-22",0.92,2.64,448,"1989-02-08 2018-02-22",6.1,8.23,439,"1989-02-08 2018-02-20",,,,
2019-02-14,-4.82,6.03,450,"1989-02-07 2018-02-21",85.12,8.16,450,"1989-02-07 2018-02-21",-0.48,5.54,450,"1989-02-07 2018-02-21",31.26,11.18,450,"1989-02-07 2018-02-21",-12.57,6.73,450,"1989-02-07 2018-02-21",59.2,11.59,450,"1989-02-07 2018-02-21",-8.78,6.1,450,"1989-02-07 2018-02-21",5.96,5.75,450,"1989-02-07 2018-02-21",1.72,4.31,446,"1989-02-07 2018-02-21",0.85,3.21,446,"1989-02-07 2018-02-21",0.91,2.63,448,"1989-02-07 2018-02-21",6.3,8.39,441,"1989-02-07 2018-02-20",,,,
2019-02-13,-5.1,5.95,450,"1989-02-06 2018-02-20",85.02,8.03,450,"1989-02-06 2018-02-20",-0.74,5.48,450,"1989-02-06 2018-02-20",31.2,11.12,450,"1989-02-06 2018-02-20",-12.7,6.71,450,"1989-02-06 2018-02-20",59.32,11.25,450,"1989-02-06 2018-02-20",-8.97,6.1,450,"1989-02-06 2018-02-20",6.05,5.77,450,"1989-02-06 2018-02-20",1.67,4.41,447,"1989-02-06 2018-02-20",0.76,3.03,447,"1989-02-06 2018-02-20",0.95,2.93,449,"1989-02-06 2018-02-20",6.4,8.56,444,"1989-02-06 2018-02-20",,,,
2019-02-12,-5.31,5.83,450,"1989-02-05 2018-02-19",84.95,7.92,450,"1989-02-05 2018-02-19",-0.99,5.4,450,"1989-02-05 2018-02-19",31.32,11.17,450,"1989-02-05 2018-02-19",-13.03,6.6,450,"1989-02-05 2018-02-19",59.2,11,450,"1989-02-05 2018-02-19",-9.26,6.04,450,"1989-02-05 2018-02-19",6.09,5.84,450,"1989-02-05 2018-02-19",1.61,4.36,447,"1989-02-05 2018-02-19",0.69,2.92,447,"1989-02-05 2018-02-19",0.98,3.02,449,"1989-02-05 2018-02-19",6.6,8.66,445,"1989-02-05 2018-02-19",,,,
2019-02-11,-5.49,5.79,450,"1989-02-04 2018-02-18",84.97,7.93,450,"1989-02-04 2018-02-18",-1.2,5.31,450,"1989-02-04 2018-02-18",31.42,11.29,450,"1989-02-04 2018-02-18",-13.2,6.51,450,"1989-02-04 2018-02-18",59.12,10.92,450,"1989-02-04 2018-02-18",-9.42,5.99,450,"1989-02-04 2018-02-18",6.02,5.8,450,"1989-02-04 2018-02-18",1.68,4.47,448,"1989-02-04 2018-02-18",0.72,3.03,448,"1989-02-04 2018-02-18",1.02,3.03,449,"1989-02-04 2018-02-18",6.6,8.75,445,"1989-02-04 2018-02-18",,,,
2019-02-10,-5.51,5.75,450,"1989-02-03 2018-02-17",85.05,7.8,450,"1989-02-03 2018-02-17",-1.25,5.26,450,"1989-02-03 2018-02-17",31.15,11.11,450,"1989-02-03 2018-02-17",-13.15,6.5,450,"1989-02-03 2018-02-17",59.2,10.69,450,"1989-02-03 2018-02-17",-9.39,5.98,450,"1989-02-03 2018-02-17",6.06,5.82,450,"1989-02-03 2018-02-17",1.69,4.49,448,"1989-02-03 2018-02-17",0.75,3.09,448,"1989-02-03 2018-02-17",1.01,3.02,449,"1989-02-03 2018-02-17",6.7,8.86,444,"1989-02-03 2018-02-17",,,,
2019-02-09,-5.57,5.76,450,"1989-02-02 2018-02-16",85.03,7.77,450,"1989-02-02 2018-02-16",-1.32,5.29,450,"1989-02-02 2018-02-16",31,11.03,450,"1989-02-02 2018-02-16",-13.1,6.5,450,"1989-02-02 2018-02-16",59.4,10.6,450,"1989-02-02 2018-02-16",-9.37,5.98,450,"1989-02-02 2018-02-16",6.14,5.85,450,"1989-02-02 2018-02-16",1.63,4.29,448,"1989-02-02 2018-02-16",0.66,2.78,448,"1989-02-02 2018-02-16",1.05,3.08,449,"1989-02-02 2018-02-16",6.7,8.84,444,"1989-02-02 2018-02-16",,,,
2019-02-08,-5.48,5.77,450,"1989-02-01 2018-02-15",85.1,7.59,450,"1989-02-01 2018-02-15",-1.24,5.34,450,"1989-02-01 2018-02-15",31.15,11.24,450,"1989-02-01 2018-02-15",-13.04,6.43,450,"1989-02-01 2018-02-15",59.55,10.38,450,"1989-02-01 2018-02-15",-9.31,5.92,450,"1989-02-01 2018-02-15",6.42,5.91,450,"1989-02-01 2018-02-15",1.58,4.29,448,"1989-02-01 2018-02-15",0.62,2.71,448,"1989-02-01 2018-02-15",1.02,3.11,449,"1989-02-01 2018-02-15",6.8,8.83,443,"1989-02-01 2018-02-15",,,,
2019-02-07,-5.43,5.75,450,"1989-01-31 2018-02-14",85.27,7.43,450,"1989-01-31 2018-02-14",-1.21,5.3,450,"1989-01-31 2018-02-14",31.06,11.36,450,"1989-01-31 2018-02-14",-12.98,6.32,450,"1989-01-31 2018-02-14",59.7,10.21,450,"1989-01-31 2018-02-14",-9.3,5.84,450,"1989-01-31 2018-02-14",6.28,5.86,450,"1989-01-31 2018-02-14",1.53,4.16,448,"1989-01-31 2018-02-14",0.57,2.57,448,"1989-01-31 2018-02-14",1.03,3.13,449,"1989-01-31 2018-02-14",6.8,8.82,442,"1989-01-31 2018-02-14",,,,
2019-02-06,-5.4,5.82,450,"1989-01-30 2018-02-13",85.59,7.33,450,"1989-01-30 2018-02-13",-1.23,5.37,450,"1989-01-30 2018-02-13",31.08,11.41,450,"1989-01-30 2018-02-13",-12.94,6.37,450,"1989-01-30 2018-02-13",59.82,10.28,450,"1989-01-30 2018-02-13",-9.35,5.9,450,"1989-01-30 2018-02-13",6.27,5.75,450,"1989-01-30 2018-02-13",1.49,4.12,448,"1989-01-30 2018-02-13",0.56,2.53,448,"1989-01-30 2018-02-13",1,3.11,449,"1989-01-30 2018-02-13",6.8,8.82,441,"1989-01-30 2018-02-13",,,,
2019-02-05,-5.25,5.87,450,"1989-01-29 2018-02-12",85.87,7.33,450,"1989-01-29 2018-02-12",-1.15,5.33,450,"1989-01-29 2018-02-12",30.81,11.43,450,"1989-01-29 2018-02-12",-12.73,6.39,450,"1989-01-29 2018-02-12",60.38,10.56,450,"1989-01-29 2018-02-12",-9.21,5.92,450,"1989-01-29 2018-02-12",6.26,5.8,450,"1989-01-29 2018-02-12",1.58,4.22,448,"1989-01-29 2018-02-12",0.64,2.7,448,"1989-01-29 2018-02-12",1.02,3.12,449,"1989-01-29 2018-02-12",6.8,8.83,441,"1989-01-29 2018-02-12",,,,
2019-02-04,-5.2,5.85,450,"1989-01-28 2018-02-11",85.95,7.49,450,"1989-01-28 2018-02-11",-1.06,5.36,450,"1989-01-28 2018-02-11",30.48,11.3,450,"1989-01-28 2018-02-11",-12.51,6.38,450,"1989-01-28 2018-02-11",60.64,10.72,450,"1989-01-28 2018-02-11",-9,5.91,450,"1989-01-28 2018-02-11",6.2,5.69,450,"1989-01-28 2018-02-11",1.58,4.22,448,"1989-01-28 2018-02-11",0.64,2.73,448,"1989-01-28 2018-02-11",1.01,3.06,449,"1989-01-28 2018-02-11",6.8,8.92,440,"1989-01-28 2018-02-11",,,,
2019-02-03,-5.07,5.85,450,"1989-01-27 2018-02-10",86.14,7.48,450,"1989-01-27 2018-02-10",-0.93,5.41,450,"1989-01-27 2018-02-10",30.4,11.32,450,"1989-01-27 2018-02-10",-12.41,6.33,450,"1989-01-27 2018-02-10",60.81,10.87,450,"1989-01-27 2018-02-10",-8.91,5.9,450,"1989-01-27 2018-02-10",6.27,5.83,450,"1989-01-27 2018-02-10",1.65,4.25,448,"1989-01-27 2018-02-10",0.67,2.68,448,"1989-01-27 2018-02-10",1.07,3.12,449,"1989-01-27 2018-02-10",6.8,8.94,439,"1989-01-27 2018-02-10",,,,
2019-02-02,-5.19,5.91,450,"1989-01-26 2018-02-09",86.01,7.57,450,"1989-01-26 2018-02-09",-1.05,5.48,450,"1989-01-26 2018-02-09",30.22,11.07,450,"1989-01-26 2018-02-09",-12.45,6.45,450,"1989-01-26 2018-02-09",60.77,10.71,450,"1989-01-26 2018-02-09",-8.93,6.02,450,"1989-01-26 2018-02-09",6.34,5.94,450,"1989-01-26 2018-02-09",1.65,4.26,448,"1989-01-26 2018-02-09",0.69,2.71,448,"1989-01-26 2018-02-09",1.05,3.19,449,"1989-01-26 2018-02-09",6.8,8.83,438,"1989-01-26 2018-02-09",,,,
2019-02-01,-5.23,5.87,450,"1989-01-25 2018-02-08",86.03,7.7,450,"1989-01-25 2018-02-08",-1.14,5.4,450,"1989-01-25 2018-02-08",30.31,11.12,450,"1989-01-25 2018-02-08",-12.57,6.45,450,"1989-01-25 2018-02-08",60.64,10.6,450,"1989-01-25 2018-02-08",-9.02,6.05,450,"1989-01-25 2018-02-08",6.25,6.04,450,"1989-01-25 2018-02-08",1.63,4.17,448,"1989-01-25 2018-02-08",0.69,2.6,448,"1989-01-25 2018-02-08",1.04,3.18,449,"1989-01-25 2018-02-08",6.6,8.69,437,"1989-01-25 2018-02-08",,,,
